"protein","organism","source","abbrv","chains","Ala","Cys","Asp","Glu","Phe","Gly","His","Ile","Lys","Leu","Met","Asn","Pro","Gln","Arg","Ser","Thr","Val","Trp","Tyr"
"PVRIG","HUMAN",NA,"Q6DKI7",1,39,8,4,14,8,33,11,9,2,33,4,4,40,12,23,29,23,17,10,3
"PVRL1","HUMAN",NA,"Q15223",1,35,6,23,39,16,51,11,21,25,36,9,24,33,22,28,31,34,41,8,24
"PVRL2","HUMAN",NA,"Q92692",1,48,8,23,43,15,42,9,19,17,50,8,10,51,23,22,44,46,39,7,14
"PVRL3","HUMAN",NA,"Q9NQS3",1,31,9,33,28,21,36,12,35,30,53,6,25,38,20,22,41,39,41,9,20
"PVRL4","HUMAN",NA,"Q96NY8",1,33,9,22,43,11,44,17,10,11,58,8,13,35,24,32,49,29,46,6,10
"PVR","HUMAN",NA,"P15151",1,30,9,10,22,12,32,10,14,9,42,8,18,32,21,18,38,31,40,10,11
"PWP1","HUMAN",NA,"Q13610",1,29,10,50,40,16,32,11,19,28,46,8,17,23,15,24,53,23,34,9,14
"PWP2A","HUMAN",NA,"Q96N64",1,64,8,30,63,19,40,11,22,68,46,12,29,81,32,39,87,41,48,5,10
"PWP2B","HUMAN",NA,"Q6NUJ5",1,47,12,30,46,15,47,9,16,25,48,3,7,80,18,56,58,25,34,7,7
"PWP2","HUMAN",NA,"Q15269",1,65,17,56,61,52,71,26,33,48,96,18,29,29,28,49,80,57,64,17,23
"PX11A","HUMAN",NA,"O75192",1,14,5,10,11,8,12,5,13,18,38,6,8,8,11,17,17,17,15,5,9
"PX11B","HUMAN",NA,"O96011",1,22,8,9,9,6,26,6,9,9,48,3,5,12,12,24,22,4,14,5,6
"PX11C","HUMAN",NA,"Q96HA9",1,27,6,8,9,5,17,4,4,3,40,7,3,10,11,21,21,12,18,8,7
"PXDC1","HUMAN",NA,"Q8IUK5",1,34,9,33,29,23,37,23,20,11,38,13,16,31,18,30,46,31,33,9,16
"PXDC2","HUMAN",NA,"Q6UX71",1,35,10,34,28,28,31,20,30,19,36,11,20,24,25,32,39,44,40,7,16
"PXDNL","HUMAN",NA,"A1KZ92",1,111,46,76,80,58,91,48,63,52,145,22,62,96,79,103,95,92,88,21,35
"PXDN","HUMAN",NA,"Q92626",1,97,46,75,82,59,95,46,75,45,142,24,80,92,71,106,96,102,94,14,38
"PXK","HUMAN",NA,"Q7Z7A4",1,37,10,22,34,21,25,14,32,49,68,12,25,48,26,29,56,25,23,4,18
"PXMP2","HUMAN",NA,"Q9NR77",1,26,0,3,6,20,13,2,6,9,33,7,7,12,3,15,8,4,8,5,8
"PXMP4","HUMAN",NA,"Q9Y6I8",1,22,0,4,6,12,11,6,9,8,32,4,12,10,8,14,14,7,15,6,12
"PXT1","HUMAN",NA,"Q8NFP0",1,1,0,6,1,7,2,5,2,0,7,2,3,0,4,6,0,0,4,1,0
"PYC","HUMAN",NA,"P11498",1,116,13,61,79,52,94,38,56,56,105,35,38,67,46,72,55,59,100,3,33
"PYDC1","HUMAN",NA,"Q8WXC3",1,10,0,5,10,2,5,0,3,7,14,4,1,3,2,8,1,4,7,0,3
"PYDC2","HUMAN",NA,"Q56P42",1,8,2,4,8,4,4,3,4,6,11,4,3,4,8,2,10,5,5,1,1
"PYGB","HUMAN",NA,"P11216",1,60,12,55,61,39,48,23,48,56,80,21,41,39,28,53,32,36,66,12,33
"PYGL","HUMAN",NA,"P06737",1,59,7,53,59,40,48,19,55,65,84,23,50,32,29,44,35,40,58,12,35
"PYGM","HUMAN",NA,"P11217",1,65,8,52,62,41,48,23,50,46,78,23,46,35,30,63,30,36,60,12,34
"PYGO1","HUMAN",NA,"Q9Y3Y4",1,31,9,20,13,18,31,14,7,15,19,9,50,53,21,14,44,22,15,2,12
"PYGO2","HUMAN",NA,"Q9BRQ0",1,34,7,12,14,19,63,4,4,13,21,13,16,83,24,13,30,14,14,2,6
"PYR1","HUMAN",NA,"P27708",1,194,41,91,152,78,176,63,96,85,233,52,57,147,95,123,144,130,192,20,56
"PYR5","HUMAN",NA,"P11172",1,41,8,23,32,16,40,10,32,29,57,10,12,17,19,25,32,24,42,2,9
"PYRD1","HUMAN",NA,"Q8WU10",1,37,11,29,41,23,39,13,33,42,41,15,18,16,17,15,28,30,31,7,14
"PYRD2","HUMAN",NA,"Q8N2H3",1,60,11,27,30,22,52,20,22,21,68,16,12,41,25,31,35,28,38,5,17
"PYRD","HUMAN",NA,"Q02127",1,34,0,21,22,12,45,9,14,20,50,6,9,19,17,33,20,19,35,2,8
"PYRG1","HUMAN",NA,"P17812",1,21,12,34,45,23,46,18,36,36,54,13,17,33,25,33,41,26,52,6,20
"PYRG2","HUMAN",NA,"Q9NRF8",1,31,12,32,39,26,44,15,48,37,55,12,29,30,22,30,36,24,42,4,18
"PYY2","HUMAN",NA,"Q9NRI6",1,6,0,2,2,1,3,0,1,1,7,1,0,3,0,0,0,1,3,0,2
"PYY3","HUMAN",NA,"Q5JQD4",1,8,4,3,6,0,3,2,2,1,10,2,1,5,1,2,4,2,7,4,3
"PYY","HUMAN",NA,"P10082",1,7,1,7,6,3,6,1,1,3,14,1,2,10,1,10,5,5,7,2,5
"PZP","HUMAN",NA,"P20742",1,97,26,46,98,64,82,31,74,71,145,26,79,74,81,54,132,102,141,11,48
"PZRN3","HUMAN",NA,"Q9UPQ7",1,72,28,79,91,20,66,35,43,62,105,27,31,54,49,78,90,55,47,6,28
"PZRN4","HUMAN",NA,"Q6ZMN7",1,60,28,57,113,18,73,29,42,58,90,26,42,48,50,83,83,50,49,9,28
"P","HUMAN",NA,"Q04671",1,79,15,25,48,38,53,27,53,19,122,22,21,36,27,51,64,38,67,17,16
"QCR10","HUMAN",NA,"O14957",1,4,0,3,1,2,5,0,2,4,5,1,3,3,0,4,0,4,7,5,3
"QCR1","HUMAN",NA,"P31930",1,55,12,23,31,15,34,13,20,15,47,10,15,21,21,31,33,27,35,6,16
"QCR2","HUMAN",NA,"P22695",1,58,3,15,22,20,35,12,18,24,43,8,23,18,22,17,39,26,35,1,14
"QCR6","HUMAN",NA,"P07919",1,3,5,7,22,3,2,4,0,5,11,2,2,2,3,6,4,5,5,0,0
"QCR7","HUMAN",NA,"P14927",1,8,0,7,14,3,5,1,6,13,11,3,6,3,3,10,2,2,3,4,7
"QCR8","HUMAN",NA,"O14949",1,3,0,1,7,8,4,2,4,4,4,2,4,5,2,10,5,4,7,1,5
"QCR9","HUMAN",NA,"Q9UDW1",1,7,0,3,3,5,3,3,5,6,6,2,2,0,1,3,3,5,2,1,3
"QIL1","HUMAN",NA,"Q5XKP0",1,13,1,3,5,3,8,0,5,8,9,5,1,9,9,5,10,3,11,3,7
"QKI","HUMAN",NA,"Q96PU8",1,33,2,14,27,5,21,6,19,24,33,13,14,33,11,20,11,22,21,1,11
"QN1","HUMAN",NA,"Q5TB80",1,77,9,81,190,38,38,30,60,162,142,34,71,36,99,60,118,63,66,6,23
"QORL1","HUMAN",NA,"O95825",1,22,7,23,26,13,24,12,17,26,40,6,8,16,17,11,20,15,36,3,7
"QORX","HUMAN",NA,"Q53FA7",1,34,3,11,19,9,39,7,16,20,45,9,13,20,17,9,13,14,20,4,10
"QOR","HUMAN",NA,"Q08257",1,34,3,11,21,9,36,10,28,23,27,6,9,12,10,12,21,15,28,1,13
"QPCTL","HUMAN",NA,"Q9NXS2",1,27,3,13,21,16,26,15,9,8,68,5,6,39,11,36,21,20,24,7,7
"QPCT","HUMAN",NA,"Q16769",1,27,2,19,19,15,20,18,17,10,50,8,15,24,16,20,31,13,17,8,12
"QRFPR","HUMAN",NA,"Q96P65",1,27,11,9,26,26,18,12,34,30,46,19,18,15,13,20,22,25,40,7,13
"QRIC1","HUMAN",NA,"Q2TAL8",1,57,8,23,48,17,33,17,39,30,63,14,25,63,109,25,55,55,64,7,24
"QRIC2","HUMAN",NA,"Q9H0J4",1,103,9,99,87,27,176,55,42,53,173,47,16,136,181,112,128,67,117,6,29
"QRSL1","HUMAN",NA,"Q9H0R6",1,44,12,28,31,21,39,7,25,30,54,10,24,25,23,20,47,27,41,4,16
"QSER1","HUMAN",NA,"Q2KHR3",1,100,13,73,103,49,75,45,63,118,146,24,80,108,154,49,256,135,99,4,41
"QSOX1","HUMAN",NA,"O00391",1,91,14,26,45,36,50,21,17,33,83,11,27,54,26,53,49,26,51,17,17
"QSOX2","HUMAN",NA,"Q6ZRP7",1,62,13,39,41,29,52,26,19,36,81,12,16,47,15,45,53,27,50,14,21
"QTRD1","HUMAN",NA,"Q9H974",1,19,15,16,36,17,28,16,19,27,49,10,14,17,17,20,29,25,28,2,11
"R10B1","HUMAN",NA,"P0C881",1,40,12,44,75,45,59,28,42,69,67,29,45,30,27,49,71,43,40,15,40
"R10B2","HUMAN",NA,"B2RC85",1,40,13,44,75,44,59,28,42,69,67,28,45,30,27,49,72,43,40,15,40
"R113A","HUMAN",NA,"O15541",1,21,13,26,36,12,28,7,13,29,13,6,9,21,15,24,21,16,17,2,14
"R113B","HUMAN",NA,"Q8IZP6",1,27,15,20,29,12,27,13,11,21,16,5,4,23,13,29,19,14,11,3,10
"R13AX","HUMAN",NA,"Q6NVV1",1,9,1,3,5,2,3,3,2,21,10,3,2,5,5,10,1,4,8,2,3
"R144A","HUMAN",NA,"P50876",1,20,30,15,19,12,14,6,12,19,30,9,3,20,17,11,11,18,14,5,7
"R144B","HUMAN",NA,"Q7Z419",1,20,33,14,14,7,15,10,14,16,31,8,8,21,16,14,15,17,19,4,7
"R1AP1","HUMAN",NA,"Q9BRV3",1,13,5,7,4,13,16,2,10,5,39,6,7,9,10,10,14,16,16,6,13
"R216L","HUMAN",NA,"Q6NUR6",1,3,0,5,6,3,3,5,2,9,6,4,2,4,4,5,5,3,3,1,2
"R39L5","HUMAN",NA,"Q59GN2",1,1,0,0,0,2,2,2,4,11,3,2,3,2,4,6,3,3,0,2,1
"R3GEF","HUMAN",NA,"Q8TBN0",1,34,10,14,40,11,18,9,11,22,39,9,5,27,20,27,30,26,21,4,5
"R3HC1","HUMAN",NA,"Q9Y3T6",1,39,7,26,47,14,35,8,13,26,59,5,8,38,21,41,32,23,27,5,6
"R3HD1","HUMAN",NA,"Q15032",1,51,12,47,48,29,71,31,49,56,73,22,50,125,107,52,134,51,57,3,31
"R3HD2","HUMAN",NA,"Q9Y2K5",1,47,9,41,42,22,68,18,32,47,77,30,44,92,107,48,123,52,48,3,26
"R4RL1","HUMAN",NA,"Q86UN2",1,32,14,17,17,18,37,23,12,17,65,4,20,32,19,31,28,20,18,7,10
"R4RL2","HUMAN",NA,"Q86UN3",1,38,13,20,15,15,31,12,4,0,82,4,19,36,19,36,36,16,9,5,10
"R51A1","HUMAN",NA,"Q96B01",1,24,4,28,24,6,11,5,9,47,25,4,14,27,11,15,49,16,29,1,3
"R51A2","HUMAN",NA,"Q09MP3",1,36,34,53,103,50,35,28,73,103,101,24,103,50,48,52,110,54,57,12,33
"R7BP","HUMAN",NA,"Q6MZT1",1,11,10,12,20,5,14,6,12,17,27,9,6,14,14,21,32,13,8,2,4
"R9BP","HUMAN",NA,"Q6ZS82",1,38,6,11,18,5,17,3,2,7,34,5,4,6,9,22,14,10,21,2,1
"RA1L2","HUMAN",NA,"Q32P51",1,11,3,18,17,22,63,8,8,19,8,6,17,10,11,22,32,14,18,1,12
"RA1L3","HUMAN",NA,"P0C7M2",1,12,3,17,18,22,62,9,8,18,8,6,19,9,10,24,34,12,18,1,10
"RA51B","HUMAN",NA,"O15315",1,29,12,12,31,14,22,8,22,17,54,8,8,16,19,17,38,26,21,2,8
"RA51C","HUMAN",NA,"O43502",1,27,10,19,29,17,22,11,21,20,48,7,7,13,20,24,23,26,24,2,6
"RA51D","HUMAN",NA,"O75771",1,29,5,16,18,6,33,4,11,11,45,9,5,7,23,20,23,24,33,2,4
"RA54B","HUMAN",NA,"Q9Y620",1,28,30,38,65,41,57,25,68,75,100,11,45,45,43,38,75,45,49,9,23
"RAB10","HUMAN",NA,"P61026",1,10,4,14,13,11,17,3,18,21,15,5,10,3,4,9,11,15,10,3,4
"RAB12","HUMAN",NA,"Q6IQ22",1,15,6,18,16,10,21,1,18,20,22,6,6,15,11,18,13,12,10,2,4
"RAB13","HUMAN",NA,"P51153",1,14,4,14,12,9,16,2,17,23,16,5,12,2,5,11,14,13,7,2,5
"RAB14","HUMAN",NA,"P61106",1,21,4,10,16,8,18,4,15,12,16,4,10,7,12,11,12,14,9,2,10
"RAB15","HUMAN",NA,"P59190",1,12,5,11,22,7,15,4,14,15,18,5,6,3,14,13,13,12,11,3,9
"RAB17","HUMAN",NA,"Q9H0T7",1,22,4,10,15,10,13,6,3,16,25,3,6,7,14,10,14,10,18,2,4
"RAB18","HUMAN",NA,"Q9NP72",1,11,5,15,17,8,19,2,12,15,20,3,10,3,6,11,10,15,16,3,5
"RAB19","HUMAN",NA,"A4D1S5",1,18,5,11,16,9,12,8,15,14,19,5,8,4,7,9,17,14,15,3,8
"RAB1A","HUMAN",NA,"P62820",1,13,4,13,12,8,17,1,14,17,15,5,9,4,8,7,16,18,13,2,9
"RAB1B","HUMAN",NA,"Q9H0U4",1,15,3,14,12,7,17,1,14,16,16,4,9,6,6,8,13,17,12,2,9
"RAB1C","HUMAN",NA,"Q92928",1,15,4,14,11,8,18,2,12,16,17,4,9,7,8,5,13,16,12,3,7
"RAB20","HUMAN",NA,"Q9NX57",1,18,6,17,15,8,15,4,9,15,23,8,6,10,11,15,15,13,16,2,8
"RAB21","HUMAN",NA,"Q9UL25",1,21,7,11,16,6,27,5,14,18,17,3,10,3,10,11,14,10,13,2,7
"RAB23","HUMAN",NA,"Q9ULC3",1,14,4,15,19,9,15,2,13,21,18,5,14,5,11,12,18,12,21,2,7
"RAB24","HUMAN",NA,"Q969Q5",1,14,5,16,14,9,14,4,6,13,13,5,3,3,9,14,15,10,22,2,12
"RAB25","HUMAN",NA,"P57735",1,21,2,7,19,10,16,3,9,10,20,4,10,3,7,13,14,19,18,2,6
"RAB26","HUMAN",NA,"Q9ULW5",1,27,3,17,11,11,23,6,5,20,24,6,7,14,6,17,16,15,19,2,7
"RAB28","HUMAN",NA,"P51157",1,10,4,11,16,10,16,3,14,16,19,5,10,6,16,8,16,14,18,2,7
"RAB2A","HUMAN",NA,"P61019",1,20,3,10,16,10,21,6,19,12,13,5,11,2,11,11,10,15,8,2,7
"RAB2B","HUMAN",NA,"Q8WUD1",1,15,4,11,14,10,18,5,19,11,14,5,10,3,11,15,19,13,10,2,7
"RAB30","HUMAN",NA,"Q15771",1,12,6,9,19,10,12,0,14,10,19,4,11,5,10,12,15,12,13,2,8
"RAB31","HUMAN",NA,"Q13636",1,15,6,10,14,7,13,6,17,15,12,5,9,9,6,8,12,10,13,2,5
"RAB32","HUMAN",NA,"Q13637",1,20,4,14,15,12,16,6,11,16,19,2,11,8,11,10,16,8,18,4,4
"RAB34","HUMAN",NA,"Q9BZG1",1,25,8,15,17,14,13,5,12,19,26,4,10,8,9,15,15,14,21,3,6
"RAB35","HUMAN",NA,"Q15286",1,9,5,14,13,9,12,3,13,18,14,3,13,1,11,12,10,14,19,2,6
"RAB36","HUMAN",NA,"O95755",1,38,9,14,21,13,25,5,15,13,27,6,5,15,19,24,28,19,25,5,7
"RAB37","HUMAN",NA,"Q96AX2",1,19,4,15,14,11,17,3,11,12,18,6,5,7,8,15,16,16,16,2,8
"RAB38","HUMAN",NA,"P57729",1,15,6,13,12,9,13,8,10,18,19,6,10,7,6,8,13,9,20,4,5
"RAB3A","HUMAN",NA,"P20336",1,16,4,20,12,13,12,2,13,13,11,6,9,5,14,11,18,15,14,3,9
"RAB3B","HUMAN",NA,"P20337",1,15,4,19,12,13,12,1,11,14,15,7,9,5,11,10,17,18,15,3,8
"RAB3C","HUMAN",NA,"Q96E17",1,16,4,17,15,14,11,2,15,15,11,8,11,7,14,11,16,18,11,3,8
"RAB3D","HUMAN",NA,"O95716",1,22,4,19,12,13,15,1,10,12,13,5,9,8,10,11,18,11,15,3,8
"RAB3I","HUMAN",NA,"Q96QF0",1,33,12,23,42,17,24,7,19,36,49,9,13,26,24,22,48,29,26,2,15
"RAB41","HUMAN",NA,"Q5JT25",1,14,4,11,21,11,15,3,13,13,18,6,9,4,9,12,20,14,15,3,7
"RAB42","HUMAN",NA,"Q8N4Z0",1,10,4,6,6,3,8,3,5,6,10,2,3,4,10,4,8,5,7,1,0
"RAB43","HUMAN",NA,"Q86YS6",1,15,4,13,15,9,20,4,14,12,18,3,5,7,10,11,19,11,13,3,6
"RAB44","HUMAN",NA,"Q7Z6P3",1,65,7,38,67,19,72,18,10,20,72,8,13,78,61,42,50,30,40,6,5
"RAB4A","HUMAN",NA,"P20338",1,19,5,11,17,11,17,2,13,12,20,4,11,3,10,14,13,12,10,2,7
"RAB4B","HUMAN",NA,"P61018",1,19,5,10,16,11,17,2,10,10,21,3,9,6,10,14,15,14,13,2,6
"RAB5A","HUMAN",NA,"P20339",1,24,4,9,13,10,13,2,9,13,15,5,16,9,13,11,15,14,13,2,5
"RAB5B","HUMAN",NA,"P61020",1,26,4,9,13,8,12,3,8,14,18,5,10,6,17,10,18,12,13,2,7
"RAB5C","HUMAN",NA,"P51148",1,31,4,9,12,9,15,2,9,13,15,5,15,8,13,11,12,12,13,2,6
"RAB6A","HUMAN",NA,"P20340",1,10,2,16,14,10,14,0,13,13,15,7,7,5,11,15,16,16,16,2,6
"RAB6B","HUMAN",NA,"Q9NRW1",1,10,2,15,14,10,15,0,14,14,16,7,7,6,11,13,17,15,14,2,6
"RAB6C","HUMAN",NA,"Q9H0N0",1,14,4,17,13,12,18,0,16,13,22,5,10,10,11,18,25,18,17,3,8
"RAB7A","HUMAN",NA,"P51149",1,18,5,13,14,12,8,0,10,17,15,4,13,7,11,10,12,13,16,3,6
"RAB7B","HUMAN",NA,"Q96AH8",1,11,4,13,12,7,12,3,16,14,21,5,5,6,10,10,16,10,14,3,7
"RAB7L","HUMAN",NA,"O14966",1,10,5,15,9,8,9,2,8,13,18,7,10,4,10,11,23,14,15,6,6
"RAB8A","HUMAN",NA,"P61006",1,13,3,15,12,13,14,1,19,20,15,6,12,2,7,13,12,13,9,2,6
"RAB8B","HUMAN",NA,"Q92930",1,13,3,14,13,13,14,1,19,20,16,7,12,1,3,13,15,16,6,2,6
"RAB9A","HUMAN",NA,"P51151",1,12,5,16,13,14,11,4,8,12,15,3,9,6,8,11,18,13,14,3,6
"RAB9B","HUMAN",NA,"Q9NP90",1,10,6,16,16,12,15,4,5,11,19,4,9,4,9,9,13,13,17,3,6
"RABE1","HUMAN",NA,"Q15276",1,66,7,49,120,15,23,16,31,71,107,21,29,13,89,49,63,34,43,5,11
"RABE2","HUMAN",NA,"Q9H5N1",1,55,8,22,84,3,26,8,14,19,74,9,6,25,61,48,50,22,30,1,4
"RABEK","HUMAN",NA,"Q7Z6M1",1,26,11,24,17,12,34,18,12,16,29,10,14,29,12,13,25,30,23,8,9
"RABL3","HUMAN",NA,"Q5HYI8",1,11,3,16,13,10,18,6,9,14,25,1,14,8,8,14,19,13,23,3,8
"RABL5","HUMAN",NA,"Q9H7X7",1,7,6,11,17,8,11,6,11,13,16,9,8,10,5,5,19,8,9,3,3
"RABP1","HUMAN",NA,"P29762",1,10,3,8,14,6,9,2,6,9,10,3,7,3,3,9,5,14,10,3,3
"RABP2","HUMAN",NA,"P29373",1,6,3,5,17,5,8,0,7,13,10,4,7,4,3,7,7,13,14,3,2
"RABX5","HUMAN",NA,"Q9UJ41",1,58,22,37,59,22,39,13,33,51,56,15,19,49,47,41,50,35,36,9,17
"RAC1","HUMAN",NA,"P63000",1,13,7,12,9,6,11,2,10,17,21,3,6,14,5,9,7,13,17,2,8
"RAC2","HUMAN",NA,"P15153",1,14,7,13,9,6,9,2,10,14,21,2,5,13,8,9,11,13,16,2,8
"RAC3","HUMAN",NA,"P60763",1,13,7,13,8,7,12,3,9,14,19,3,5,15,5,10,8,13,18,2,8
"RAD17","HUMAN",NA,"O75943",1,31,11,37,50,32,40,16,40,47,75,15,31,38,32,37,65,33,28,7,16
"RAD18","HUMAN",NA,"Q9NS91",1,26,15,26,50,11,10,13,27,48,42,11,24,24,22,28,61,24,23,2,8
"RAD1","HUMAN",NA,"O60671",1,13,11,15,22,16,13,4,17,13,29,8,14,11,16,10,23,19,18,0,10
"RAD21","HUMAN",NA,"O60216",1,37,5,55,74,21,28,11,35,42,61,19,26,48,33,30,34,27,31,5,9
"RAD26","HUMAN",NA,"Q5T890",1,37,20,40,41,29,42,14,31,61,77,16,29,28,36,44,46,40,50,8,23
"RAD50","HUMAN",NA,"Q92878",1,50,18,80,159,30,40,27,89,148,139,33,65,17,103,83,81,64,57,4,25
"RAD51","HUMAN",NA,"Q06609",1,42,5,18,27,12,28,6,22,17,29,12,9,10,15,20,16,23,18,0,10
"RAD52","HUMAN",NA,"P43351",1,34,8,22,27,8,29,11,9,27,34,7,16,23,32,26,40,21,28,4,12
"RAD54","HUMAN",NA,"Q92698",1,40,21,43,49,24,44,19,35,49,91,11,20,41,34,57,67,28,48,10,16
"RAD9A","HUMAN",NA,"Q99638",1,30,10,20,28,21,27,12,14,15,45,8,8,31,17,20,40,17,23,0,5
"RAD9B","HUMAN",NA,"Q6WBX8",1,26,19,22,29,30,17,8,23,30,40,12,19,15,17,19,48,18,26,2,6
"RADIL","HUMAN",NA,"Q96JH8",1,101,23,45,63,33,80,29,28,29,151,19,11,95,62,74,97,47,49,12,27
"RADI","HUMAN",NA,"P35241",1,49,2,26,85,19,16,12,28,67,50,14,26,25,41,36,14,26,26,7,14
"RAD","HUMAN",NA,"P55042",1,32,4,21,20,7,36,6,9,13,24,6,5,12,9,33,27,11,24,4,5
"RAE1L","HUMAN",NA,"P78406",1,28,11,23,12,19,23,12,20,24,18,9,22,23,16,13,33,25,18,9,10
"RAE1","HUMAN",NA,"P24386",1,37,23,37,64,26,28,10,38,31,55,16,29,30,27,29,65,40,40,4,24
"RAE2","HUMAN",NA,"P26374",1,30,22,39,63,30,32,13,35,41,57,13,28,28,30,25,60,43,41,4,22
"RAF1","HUMAN",NA,"P04049",1,34,14,29,29,29,35,23,32,38,54,20,28,36,33,40,66,41,43,9,15
"RAG1","HUMAN",NA,"P15918",1,68,34,48,83,46,46,42,48,91,97,28,38,52,34,67,87,40,59,10,25
"RAG2","HUMAN",NA,"P55895",1,20,18,33,33,28,37,16,31,33,37,13,31,29,14,18,42,35,33,7,19
"RAGE","HUMAN",NA,"Q15109",1,31,6,7,36,5,49,6,16,15,37,4,10,42,19,23,28,23,34,9,4
"RAGP1","HUMAN",NA,"P46060",1,68,8,29,73,23,39,7,20,40,74,12,25,24,21,20,37,27,36,1,3
"RAI14","HUMAN",NA,"Q9P0K7",1,72,11,48,111,11,27,27,34,108,114,23,38,25,73,31,111,41,56,1,18
"RAI1","HUMAN",NA,"Q7Z5J4",1,171,52,80,113,44,163,42,20,136,165,20,42,212,114,102,217,99,65,10,39
"RAI2","HUMAN",NA,"Q9Y5P3",1,37,4,19,36,18,25,12,24,28,50,19,23,70,31,9,57,23,37,2,6
"RAI3","HUMAN",NA,"Q8NFJ5",1,25,7,14,15,26,22,5,18,16,49,9,10,17,11,16,24,25,27,8,13
"RAIN","HUMAN",NA,"Q5U651",1,104,13,35,68,28,105,20,15,22,125,13,17,89,38,84,72,41,43,16,15
"RALA","HUMAN",NA,"P11233",1,17,3,15,21,10,11,1,9,21,14,6,10,3,7,15,12,7,17,1,6
"RALB","HUMAN",NA,"P11234",1,15,2,13,23,10,12,2,8,23,15,5,7,3,7,12,16,9,17,1,6
"RALYL","HUMAN",NA,"Q86SE5",1,20,2,17,26,10,25,5,17,27,19,5,10,16,11,17,20,15,18,0,11
"RALY","HUMAN",NA,"Q9UKM9",1,27,1,20,17,7,40,4,11,22,23,2,13,16,11,21,25,16,20,0,10
"RAMP1","HUMAN",NA,"O60894",1,13,7,5,8,7,9,4,6,2,19,4,2,7,4,14,5,10,12,6,4
"RAMP2","HUMAN",NA,"O60895",1,16,5,9,11,8,9,5,10,4,22,4,5,16,6,11,8,10,9,4,3
"RAMP3","HUMAN",NA,"O60896",1,8,8,6,9,6,12,2,6,4,20,6,6,10,3,8,4,9,14,4,3
"RANB3","HUMAN",NA,"Q9H6Z4",1,70,6,32,57,13,37,8,11,29,40,9,21,48,32,26,65,30,25,3,5
"RANB9","HUMAN",NA,"Q96S59",1,66,15,30,34,22,68,24,25,26,55,19,36,77,42,30,69,32,34,5,20
"RANG","HUMAN",NA,"P43487",1,19,3,14,33,8,6,7,7,25,16,5,9,8,4,10,7,11,5,3,1
"RAN","HUMAN",NA,"P62826",1,17,3,15,12,11,14,6,10,18,18,4,10,12,9,9,4,11,22,3,8
"RAP1A","HUMAN",NA,"P62834",1,8,6,12,14,7,11,0,9,17,18,5,8,4,14,9,9,9,17,1,6
"RAP1B","HUMAN",NA,"P61224",1,10,4,13,12,7,12,0,9,14,17,5,9,4,15,10,10,9,17,1,6
"RAP2A","HUMAN",NA,"P10114",1,10,4,12,17,8,11,0,12,12,11,6,5,7,10,9,15,8,18,1,7
"RAP2B","HUMAN",NA,"P61225",1,11,4,10,18,8,14,0,12,11,12,6,6,6,9,9,14,6,18,1,8
"RAP2C","HUMAN",NA,"Q9Y3L5",1,7,4,10,17,8,11,0,10,12,13,7,4,7,12,9,15,9,20,1,7
"RAPH1","HUMAN",NA,"Q70E73",1,84,11,55,62,23,48,22,41,89,93,26,35,210,73,44,150,69,78,11,26
"RAPSN","HUMAN",NA,"Q13702",1,36,21,15,31,15,29,11,11,26,54,13,14,7,23,27,30,12,20,3,14
"RARA","HUMAN",NA,"P10276",1,21,18,20,27,16,33,8,22,27,46,14,15,44,20,24,44,31,19,1,12
"RARB","HUMAN",NA,"P10826",1,20,18,19,30,14,26,14,25,30,46,13,14,40,17,22,40,36,19,1,11
"RARG","HUMAN",NA,"P13631",1,26,15,22,34,20,35,6,18,30,46,18,13,39,17,27,36,24,16,1,11
"RARR2","HUMAN",NA,"Q99969",1,13,6,4,15,9,10,5,4,11,17,1,1,11,11,15,7,6,13,3,1
"RAS4B","HUMAN",NA,"C9J798",1,55,18,40,62,30,47,23,25,47,97,11,20,43,37,57,60,43,60,13,15
"RASA1","HUMAN",NA,"P20936",1,74,16,46,81,39,82,28,56,61,114,25,41,60,36,52,69,55,65,9,38
"RASA2","HUMAN",NA,"Q15283",1,46,24,45,65,37,35,19,48,71,77,12,41,39,38,37,71,48,57,7,32
"RASA3","HUMAN",NA,"Q14644",1,46,21,51,63,47,37,22,44,65,68,13,29,40,40,46,68,39,55,6,34
"RASD1","HUMAN",NA,"Q9Y272",1,19,7,22,14,14,18,5,16,23,24,9,8,12,10,22,24,8,18,0,8
"RASEF","HUMAN",NA,"Q8IZ41",1,65,13,63,69,25,41,11,33,44,66,11,28,24,36,56,65,33,37,5,15
"RASE","HUMAN",NA,"Q7Z444",1,29,9,14,12,6,17,11,7,9,22,3,3,10,16,12,13,15,18,5,2
"RASF1","HUMAN",NA,"Q9NS23",1,26,12,18,26,12,22,9,11,19,41,3,10,21,15,37,18,12,20,5,7
"RASF2","HUMAN",NA,"P50749",1,10,3,15,27,9,15,8,18,21,33,9,13,19,21,26,23,21,21,2,12
"RASF3","HUMAN",NA,"Q86WH2",1,12,4,10,26,11,10,6,7,21,26,4,9,11,10,15,20,14,11,2,9
"RASF4","HUMAN",NA,"Q9H2L5",1,15,7,10,33,10,15,11,18,20,34,10,9,21,16,24,27,16,16,2,7
"RASF5","HUMAN",NA,"Q8WWW0",1,25,11,19,31,14,24,5,17,25,46,4,9,44,27,39,26,21,21,2,8
